chemName,GeneId,action,chemId
ascorbic acid,TXNRD1,unknown,CHEMBL196
ascorbic acid,ALB,unknown,CHEMBL196
ascorbic acid,SLC23A1,unknown,CHEMBL196
ascorbic acid,SLC23A2,unknown,CHEMBL196
ascorbic acid,SLC2A1,unknown,CHEMBL196
ascorbic acid,SLC2A3,unknown,CHEMBL196
ascorbic acid,SLC2A4,unknown,CHEMBL196
spermine,SMS,yes,CHEMBL23194
spermine,SMOX,yes,CHEMBL23194
spermine,ODC1,unknown,CHEMBL23194
spermine,CASR,unknown,CHEMBL23194
spermine,ADRB1,unknown,CHEMBL23194
spermine,ADRB2,unknown,CHEMBL23194
spermine,XDH,unknown,CHEMBL23194
spermine,SAT1,unknown,CHEMBL23194
spermine,SAT2,unknown,CHEMBL23194
spermine,SLC22A4,unknown,CHEMBL23194
spermine,SLC22A1,unknown,CHEMBL23194
aspartic acid,RNASE1,unknown,CHEMBL274323
aspartic acid,LYZ,unknown,CHEMBL274323
aspartic acid,SLC25A13,unknown,CHEMBL274323
aspartic acid,GOT1,unknown,CHEMBL274323
aspartic acid,ASPA,unknown,CHEMBL274323
aspartic acid,ASNS,unknown,CHEMBL274323
aspartic acid,ASS1,unknown,CHEMBL274323
aspartic acid,ACY1,unknown,CHEMBL274323
aspartic acid,GOT2,unknown,CHEMBL274323
aspartic acid,DARS,unknown,CHEMBL274323
aspartic acid,SLC25A12,unknown,CHEMBL274323
aspartic acid,ASPH,unknown,CHEMBL274323
aspartic acid,PAICS,unknown,CHEMBL274323
aspartic acid,ADSS,unknown,CHEMBL274323
aspartic acid,SLC1A1,unknown,CHEMBL274323
aspartic acid,ASS,unknown,CHEMBL274323
aspartic acid,DARS2,unknown,CHEMBL274323
aspartic acid,ASRGL1,unknown,CHEMBL274323
aspartic acid,ADSS,unknown,CHEMBL274323
aspartic acid,CAD,unknown,CHEMBL274323
aspartic acid,SLC16A10,unknown,CHEMBL274323
ornithine,OAT,unknown,CHEMBL446143
ornithine,OTC,unknown,CHEMBL446143
ornithine,ARG1,unknown,CHEMBL446143
ornithine,OAZ1,unknown,CHEMBL446143
ornithine,SLC7A1,unknown,CHEMBL446143
ornithine,SLC7A2,unknown,CHEMBL446143
ornithine,SLC25A2,unknown,CHEMBL446143
ornithine,ARG2,unknown,CHEMBL446143
ornithine,SLC25A15,unknown,CHEMBL446143
ornithine,GATM,unknown,CHEMBL446143
adenosine phosphate,CREB1,unknown,CHEMBL752
adenosine phosphate,PDE4B,unknown,CHEMBL752
adenosine phosphate,PRKAB1,unknown,CHEMBL752
adenosine phosphate,HINT1,unknown,CHEMBL752
adenosine phosphate,PDE4D,unknown,CHEMBL752
adenosine phosphate,ACSS2,unknown,CHEMBL752
adenosine phosphate,PRKAA1,unknown,CHEMBL752
adenosine phosphate,ADCY1,unknown,CHEMBL752
adenosine phosphate,ACSL1,unknown,CHEMBL752
adenosine phosphate,FBP1,unknown,CHEMBL752
adenosine phosphate,ADK,unknown,CHEMBL752
adenosine phosphate,PRKAG3,yes,CHEMBL752
adenosine phosphate,AMPD1,unknown,CHEMBL752
adenosine phosphate,APRT,unknown,CHEMBL752
serine,CBS,unknown,CHEMBL11298
serine,SDS,unknown,CHEMBL11298
serine,SRR,unknown,CHEMBL11298
serine,SPTLC2,unknown,CHEMBL11298
serine,SPTLC1,unknown,CHEMBL11298
serine,SARS,unknown,CHEMBL11298
serine,AGXT,unknown,CHEMBL11298
serine,SLC16A10,unknown,CHEMBL11298
methionine,MTRR,unknown,CHEMBL42336
methionine,MTR,unknown,CHEMBL42336
methionine,METAP2,unknown,CHEMBL42336
methionine,BHMT,unknown,CHEMBL42336
methionine,BHMT2,unknown,CHEMBL42336
methionine,GLUL,unknown,CHEMBL42336
methionine,MTHFR,unknown,CHEMBL42336
methionine,MAT2A,unknown,CHEMBL42336
methionine,MSRB2,unknown,CHEMBL42336
methionine,MAT1A,unknown,CHEMBL42336
methionine,MSRB1,unknown,CHEMBL42336
methionine,MSRA,unknown,CHEMBL42336
methionine,MARS,unknown,CHEMBL42336
methionine,MARS2,unknown,CHEMBL42336
methionine,MAT2B,unknown,CHEMBL42336
methionine,BHMT2,unknown,CHEMBL42336
methionine,SLC16A10,unknown,CHEMBL42336
tyrosine,TH,unknown,CHEMBL925
tyrosine,YARS2,unknown,CHEMBL925
tyrosine,YARS,unknown,CHEMBL925
tyrosine,TAT,unknown,CHEMBL925
tyrosine,SLC16A2,unknown,CHEMBL925
tyrosine,SLC16A10,unknown,CHEMBL925
calcitriol,VDR,yes,CHEMBL846
calcitriol,HOXA10,unknown,CHEMBL846
calcitriol,CYP24A1,unknown,CHEMBL846
calcitriol,CYP3A4,unknown,CHEMBL846
calcitriol,GC,no,CHEMBL846
lutein,ALB,unknown,CHEMBL173929
cystine,SLC7A11,unknown,CHEMBL590540
cystine,CTNS,unknown,CHEMBL590540
cystine,SLC16A10,unknown,CHEMBL590540
cystine,SLC7A9,unknown,CHEMBL590540
cystine,SLC3A1,unknown,CHEMBL590540
succinic acid,SUCNR1,unknown,CHEMBL576
succinic acid,ALDH5A1,unknown,CHEMBL576
succinic acid,SDHC,unknown,CHEMBL576
succinic acid,SDHA,unknown,CHEMBL576
succinic acid,SUCLG2,unknown,CHEMBL576
succinic acid,P4HA2,unknown,CHEMBL576
succinic acid,PLOD3,unknown,CHEMBL576
succinic acid,P3H1,unknown,CHEMBL576
succinic acid,P3H2,unknown,CHEMBL576
succinic acid,P3H3,unknown,CHEMBL576
succinic acid,OXCT1,unknown,CHEMBL576
succinic acid,ASPH,unknown,CHEMBL576
succinic acid,SLC22A8,unknown,CHEMBL576
succinic acid,SLC25A10,unknown,CHEMBL576
succinic acid,SLC13A1,unknown,CHEMBL576
succinic acid,SLC13A2,unknown,CHEMBL576
succinic acid,SLC13A3,unknown,CHEMBL576
riboflavin,RFK,yes,CHEMBL1534
riboflavin,ribC,yes,CHEMBL1534
riboflavin,BLVRB,yes,CHEMBL1534
riboflavin,MAOA,unknown,CHEMBL1534
riboflavin,MTHFR,unknown,CHEMBL1534
riboflavin,SLC22A6,unknown,CHEMBL1534
glutamic acid,GRM1,unknown,CHEMBL575060
glutamic acid,GRM4,unknown,CHEMBL575060
glutamic acid,GRIK4,unknown,CHEMBL575060
glutamic acid,GRIK5,unknown,CHEMBL575060
glutamic acid,GRM7,unknown,CHEMBL575060
glutamic acid,GRM8,unknown,CHEMBL575060
glutamic acid,SLC1A7,unknown,CHEMBL575060
glutamic acid,OPLAH,unknown,CHEMBL575060
glutamic acid,PFAS,unknown,CHEMBL575060
glutamic acid,BCAT2,unknown,CHEMBL575060
glutamic acid,GRIN2D,unknown,CHEMBL575060
glutamic acid,GLS,unknown,CHEMBL575060
glutamic acid,GOT2,unknown,CHEMBL575060
glutamic acid,EPRS,unknown,CHEMBL575060
glutamic acid,ASNS,unknown,CHEMBL575060
glutamic acid,GLUL,unknown,CHEMBL575060
glutamic acid,GOT1,unknown,CHEMBL575060
glutamic acid,TAT,unknown,CHEMBL575060
glutamic acid,GPT,unknown,CHEMBL575060
glutamic acid,GGCX,unknown,CHEMBL575060
glutamic acid,SLC1A3,unknown,CHEMBL575060
glutamic acid,SLC1A2,unknown,CHEMBL575060
glutamic acid,SLC1A1,unknown,CHEMBL575060
glutamic acid,GCLC,unknown,CHEMBL575060
glutamic acid,SLC1A6,unknown,CHEMBL575060
glutamic acid,GLUD2,unknown,CHEMBL575060
glutamic acid,GMPS,unknown,CHEMBL575060
glutamic acid,BCAT1,unknown,CHEMBL575060
glutamic acid,ABAT,unknown,CHEMBL575060
glutamic acid,GRIN1,unknown,CHEMBL575060
glutamic acid,FPGS,unknown,CHEMBL575060
glutamic acid,ENPEP,unknown,CHEMBL575060
glutamic acid,GRIN2A,unknown,CHEMBL575060
glutamic acid,GRIN2B,unknown,CHEMBL575060
glutamic acid,GRIN2C,unknown,CHEMBL575060
glutamic acid,GIG18,unknown,CHEMBL575060
glutamic acid,EARS2,unknown,CHEMBL575060
glutamic acid,NADSYN1,unknown,CHEMBL575060
glutamic acid,NAGS,unknown,CHEMBL575060
glutamic acid,AADAT,unknown,CHEMBL575060
glutamic acid,GRIN3A,unknown,CHEMBL575060
glutamic acid,GPT2,unknown,CHEMBL575060
glutamic acid,AASS,unknown,CHEMBL575060
glutamic acid,GLS2,unknown,CHEMBL575060
glutamic acid,DNPEP,unknown,CHEMBL575060
glutamic acid,SLC7A11,unknown,CHEMBL575060
glutamic acid,CPQ,unknown,CHEMBL575060
glutamic acid,PSAT1,unknown,CHEMBL575060
glutamic acid,GLUD1,unknown,CHEMBL575060
glutamic acid,GRIK1,unknown,CHEMBL575060
glutamic acid,GRIA1,unknown,CHEMBL575060
glutamic acid,GCLM,unknown,CHEMBL575060
glutamic acid,FOLH1,unknown,CHEMBL575060
glutamic acid,GAD2,unknown,CHEMBL575060
glutamic acid,GAD1,unknown,CHEMBL575060
glutamic acid,FTCD,unknown,CHEMBL575060
glutamic acid,GRIA2,unknown,CHEMBL575060
glutamic acid,GRIA3,unknown,CHEMBL575060
glutamic acid,GRIA4,unknown,CHEMBL575060
glutamic acid,ALDH18A1,unknown,CHEMBL575060
glutamic acid,GRIK2,unknown,CHEMBL575060
glutamic acid,GRIK3,unknown,CHEMBL575060
glutamic acid,SLC16A10,unknown,CHEMBL575060
glutamic acid,SLC16A1,unknown,CHEMBL575060
glutamic acid,SLC25A18,unknown,CHEMBL575060
glutamic acid,SLC25A22,unknown,CHEMBL575060
glutathione,MGST3,unknown,CHEMBL1543
glutathione,HPGDS,unknown,CHEMBL1543
glutathione,GSTA1,unknown,CHEMBL1543
glutathione,GSTA2,unknown,CHEMBL1543
glutathione,MGST1,unknown,CHEMBL1543
glutathione,ESD,unknown,CHEMBL1543
glutathione,GGT1,unknown,CHEMBL1543
glutathione,GSTM2,unknown,CHEMBL1543
glutathione,GLRX,unknown,CHEMBL1543
glutathione,GPX4,unknown,CHEMBL1543
glutathione,GSTM5,unknown,CHEMBL1543
glutathione,GPX6,unknown,CHEMBL1543
glutathione,HAGH,unknown,CHEMBL1543
glutathione,GPX1,unknown,CHEMBL1543
glutathione,GPX7,unknown,CHEMBL1543
glutathione,MGST2,unknown,CHEMBL1543
glutathione,GSTO2,unknown,CHEMBL1543
glutathione,GLRX2,unknown,CHEMBL1543
glutathione,GLO1,unknown,CHEMBL1543
glutathione,LTC4S,unknown,CHEMBL1543
glutathione,GSR,unknown,CHEMBL1543
glutathione,GSS,unknown,CHEMBL1543
glutathione,GSTM1,unknown,CHEMBL1543
glutathione,GSTK1,unknown,CHEMBL1543
glutathione,GSTA3,unknown,CHEMBL1543
glutathione,GSTM3,unknown,CHEMBL1543
glutathione,GSTA4,unknown,CHEMBL1543
glutathione,GSTM4,unknown,CHEMBL1543
glutathione,GSTA5,unknown,CHEMBL1543
glutathione,GSTP1,unknown,CHEMBL1543
glutathione,GSTO1,unknown,CHEMBL1543
glutathione,GPX1,unknown,CHEMBL1543
glutathione,GPX2,unknown,CHEMBL1543
glutathione,GSTT1,unknown,CHEMBL1543
glutathione,GSTZ1,unknown,CHEMBL1543
glutathione,GPX5,unknown,CHEMBL1543
glutathione,GPX3,unknown,CHEMBL1543
glutathione,AKR1B1,unknown,CHEMBL1543
glutathione,MMP9,unknown,CHEMBL1543
glutathione,CYP3A4,unknown,CHEMBL1543
glutathione,GPX8,unknown,CHEMBL1543
glutathione,GSTA2,unknown,CHEMBL1543
glutathione,GSTA1,unknown,CHEMBL1543
glutathione,ABCC1,unknown,CHEMBL1543
glutathione,ABCC2,unknown,CHEMBL1543
glutathione,ABCC3,unknown,CHEMBL1543
glutathione,ABCC4,unknown,CHEMBL1543
glutathione,ABCC5,unknown,CHEMBL1543
phosphatidyl serine,DGKG,unknown,CHEMBL4297669
phosphatidyl serine,DGKD,unknown,CHEMBL4297669
phosphatidyl serine,PTDSS2,unknown,CHEMBL4297669
phosphatidyl serine,SMPD4,unknown,CHEMBL4297669
phosphatidyl serine,SMPD3,unknown,CHEMBL4297669
phosphatidyl serine,ATP8A1,unknown,CHEMBL4297669
phosphatidyl serine,PRKCA,unknown,CHEMBL4297669
phosphatidyl serine,PTDSS1,unknown,CHEMBL4297669
phosphatidyl serine,PISD,unknown,CHEMBL4297669
phosphatidyl serine,SCARB1,unknown,CHEMBL4297669
glycine,GCAT,unknown,CHEMBL773
glycine,ALAS1,unknown,CHEMBL773
glycine,ALAS2,unknown,CHEMBL773
glycine,GARS,unknown,CHEMBL773
glycine,GRIN2A,unknown,CHEMBL773
glycine,BAAT,unknown,CHEMBL773
glycine,GPR18,unknown,CHEMBL773
glycine,GSS,unknown,CHEMBL773
glycine,GRIN2C,unknown,CHEMBL773
glycine,GLYAT,unknown,CHEMBL773
glycine,SHMT2,unknown,CHEMBL773
glycine,GLYATL2,unknown,CHEMBL773
glycine,GLYATL1,unknown,CHEMBL773
glycine,AGXT2,unknown,CHEMBL773
glycine,PIPOX,unknown,CHEMBL773
glycine,GRIN3B,unknown,CHEMBL773
glycine,GLRA1,unknown,CHEMBL773
glycine,AGXT,unknown,CHEMBL773
glycine,GLRB,unknown,CHEMBL773
glycine,SHMT1,unknown,CHEMBL773
glycine,GLRA3,unknown,CHEMBL773
glycine,GLRA2,unknown,CHEMBL773
glycine,GNMT,unknown,CHEMBL773
glycine,GATM,unknown,CHEMBL773
glycine,AMT,unknown,CHEMBL773
glycine,GLDC,unknown,CHEMBL773
glycine,DLD,unknown,CHEMBL773
glycine,GCSH,unknown,CHEMBL773
glycine,SLC16A10,unknown,CHEMBL773
glycine,SLC36A1,unknown,CHEMBL773
glycine,SLC32A1,unknown,CHEMBL773
glycine,SLC6A5,unknown,CHEMBL773
glycine,SLC6A9,unknown,CHEMBL773
calcifediol,VDR,yes,CHEMBL1040
calcifediol,VDR,yes,CHEMBL3544909
calcifediol,CYP27B1,unknown,CHEMBL1040
calcifediol,CYP27B1,unknown,CHEMBL3544909
calcifediol,CYP24A1,unknown,CHEMBL1040
calcifediol,CYP24A1,unknown,CHEMBL3544909
pyridoxal,PDXK,yes,CHEMBL102970
creatine,CKM,yes,CHEMBL283800
creatine,CKMT1A,yes,CHEMBL283800
creatine,CKB,yes,CHEMBL283800
creatine,CKMT2,yes,CHEMBL283800
creatine,SLC6A8,yes,CHEMBL283800
creatine,GAMT,yes,CHEMBL283800
creatine,SLC22A5,unknown,CHEMBL283800
leucine,LARS2,unknown,CHEMBL291962
leucine,BCAT2,unknown,CHEMBL291962
leucine,BCAT1,unknown,CHEMBL291962
leucine,LCMT2,unknown,CHEMBL291962
leucine,LCMT1,unknown,CHEMBL291962
leucine,LARS,unknown,CHEMBL291962
leucine,SLC16A10,unknown,CHEMBL291962
leucine,SLC16A2,unknown,CHEMBL291962
tryptophan,WARS2,unknown,CHEMBL54976
tryptophan,trpS,unknown,CHEMBL54976
tryptophan,WARS,unknown,CHEMBL54976
tryptophan,TDO2,unknown,CHEMBL54976
tryptophan,DDC,unknown,CHEMBL54976
tryptophan,trpS,unknown,CHEMBL54976
tryptophan,WARS2,unknown,CHEMBL54976
tryptophan,TPH1,unknown,CHEMBL54976
tryptophan,TPH2,unknown,CHEMBL54976
tryptophan,WARS,unknown,CHEMBL54976
tryptophan,IDO1,unknown,CHEMBL54976
tryptophan,SLC16A2,unknown,CHEMBL54976
tryptophan,SLC16A10,unknown,CHEMBL54976
cysteine,GCLM,unknown,CHEMBL863
cysteine,GCLC,unknown,CHEMBL863
cysteine,GOT1,unknown,CHEMBL863
cysteine,GOT2,unknown,CHEMBL863
cysteine,CTH,unknown,CHEMBL863
cysteine,CBS,unknown,CHEMBL863
cysteine,CARS,unknown,CHEMBL863
cysteine,MGMT,unknown,CHEMBL863
cysteine,GSS,unknown,CHEMBL863
cysteine,CARS2,unknown,CHEMBL863
cysteine,CSAD,unknown,CHEMBL863
cysteine,NFS1,unknown,CHEMBL863
cysteine,CDO1,unknown,CHEMBL863
cysteine,SLC16A10,unknown,CHEMBL863
thiamine,TPK1,yes,CHEMBL1547
thiamine,TPK1,yes,CHEMBL1588
thiamine,CYP4B1,unknown,CHEMBL1547
thiamine,CYP4B1,unknown,CHEMBL1588
thiamine,TPK1,unknown,CHEMBL1547
thiamine,TPK1,unknown,CHEMBL1588
thiamine,ENTPD5,unknown,CHEMBL1547
thiamine,ENTPD5,unknown,CHEMBL1588
thiamine,THTPA,unknown,CHEMBL1547
thiamine,THTPA,unknown,CHEMBL1588
thiamine,ALB,unknown,CHEMBL1547
thiamine,ALB,unknown,CHEMBL1588
thiamine,SLC22A2,unknown,CHEMBL1547
thiamine,SLC22A2,unknown,CHEMBL1588
thiamine,SLC22A1,unknown,CHEMBL1547
thiamine,SLC22A1,unknown,CHEMBL1588
thiamine,SLC22A5,unknown,CHEMBL1547
thiamine,SLC22A5,unknown,CHEMBL1588
thiamine,SLC19A2,unknown,CHEMBL1547
thiamine,SLC19A2,unknown,CHEMBL1588
thiamine,SLC19A3,unknown,CHEMBL1547
thiamine,SLC19A3,unknown,CHEMBL1588
ergocalciferol,VDR,yes,CHEMBL1536
ergocalciferol,CACNA1I,no,CHEMBL1536
ergocalciferol,CYP24A1,no,CHEMBL1536
ergocalciferol,CYP27B1,no,CHEMBL1536
ergocalciferol,CYP27A1,unknown,CHEMBL1536
ergocalciferol,CYP2R1,no,CHEMBL1536
ergocalciferol,RPE,no,CHEMBL1536
ergocalciferol,CYP11A1,no,CHEMBL1536
ergocalciferol,GC,no,CHEMBL1536
dihomo-gamma-linolenic acid,PTGS1,yes,CHEMBL465183
dihomo-gamma-linolenic acid,PTGS2,yes,CHEMBL465183
dihomo-gamma-linolenic acid,FABP7,unknown,CHEMBL465183
threonine,TARS,unknown,CHEMBL291747
threonine,TARS2,unknown,CHEMBL291747
threonine,SLC16A10,unknown,CHEMBL291747
folic acid,FOLR3,unknown,CHEMBL1622
folic acid,FOLR2,unknown,CHEMBL1622
folic acid,FOLR1,unknown,CHEMBL1622
folic acid,GGH,unknown,CHEMBL1622
folic acid,MTHFR,unknown,CHEMBL1622
folic acid,DHFR,no,CHEMBL1622
folic acid,ABCC11,unknown,CHEMBL1622
folic acid,ABCC3,unknown,CHEMBL1622
folic acid,SLC22A6,unknown,CHEMBL1622
folic acid,ABCC4,unknown,CHEMBL1622
folic acid,ABCG2,unknown,CHEMBL1622
folic acid,SLC46A1,unknown,CHEMBL1622
folic acid,SLC25A32,unknown,CHEMBL1622
icosapent,PTGS2,yes,CHEMBL460026
icosapent,PTGS1,yes,CHEMBL460026
icosapent,PPARG,yes,CHEMBL460026
icosapent,PPARD,yes,CHEMBL460026
icosapent,FADS1,unknown,CHEMBL460026
icosapent,ACSL4,unknown,CHEMBL460026
icosapent,FFAR1,yes,CHEMBL460026
icosapent,SLC8A1,yes,CHEMBL460026
icosapent,TRPV1,unknown,CHEMBL460026
icosapent,PPARA,unknown,CHEMBL460026
icosapent,FABP7,yes,CHEMBL460026
icosapent,ALB,no,CHEMBL460026
alanine,AGXT,unknown,CHEMBL12198
alanine,ABAT,unknown,CHEMBL12198
alanine,KYNU,unknown,CHEMBL12198
alanine,AARS2,unknown,CHEMBL12198
alanine,PHYKPL,unknown,CHEMBL12198
alanine,GPT2,unknown,CHEMBL12198
alanine,GPT,unknown,CHEMBL12198
alanine,NFS1,unknown,CHEMBL12198
alanine,SLC36A1,unknown,CHEMBL12198
alanine,SLC7A8,unknown,CHEMBL12198
alanine,AGXT2,unknown,CHEMBL12198
alanine,AARS,unknown,CHEMBL12198
alanine,SLC1A4,unknown,CHEMBL12198
alanine,SLC16A10,unknown,CHEMBL12198
valine,PCCB,unknown,CHEMBL43068
valine,BCAT1,unknown,CHEMBL43068
valine,VARS,unknown,CHEMBL43068
valine,VARS,unknown,CHEMBL43068
valine,PCCB,unknown,CHEMBL43068
valine,BCAT1,unknown,CHEMBL43068
valine,SLC16A10,unknown,CHEMBL43068
vitamin e,NR1I2,unknown,CHEMBL3989727
vitamin e,NR1I2,unknown,CHEMBL47
vitamin e,PRKCB,unknown,CHEMBL3989727
vitamin e,PRKCB,unknown,CHEMBL47
vitamin e,ALOX5,unknown,CHEMBL3989727
vitamin e,ALOX5,unknown,CHEMBL47
vitamin e,PRKCA,unknown,CHEMBL3989727
vitamin e,PRKCA,unknown,CHEMBL47
vitamin e,DGKA,unknown,CHEMBL3989727
vitamin e,DGKA,unknown,CHEMBL47
vitamin e,PPP2CB,unknown,CHEMBL3989727
vitamin e,PPP2CB,unknown,CHEMBL47
vitamin e,PPP2CA,unknown,CHEMBL3989727
vitamin e,PPP2CA,unknown,CHEMBL47
vitamin e,SEC14L4,unknown,CHEMBL3989727
vitamin e,SEC14L4,unknown,CHEMBL47
vitamin e,SEC14L3,unknown,CHEMBL3989727
vitamin e,SEC14L3,unknown,CHEMBL47
vitamin e,SEC14L2,unknown,CHEMBL3989727
vitamin e,SEC14L2,unknown,CHEMBL47
vitamin e,GSTA2,unknown,CHEMBL3989727
vitamin e,GSTA2,unknown,CHEMBL47
vitamin e,GSTP1,unknown,CHEMBL3989727
vitamin e,GSTP1,unknown,CHEMBL47
vitamin e,GSTO1,unknown,CHEMBL3989727
vitamin e,GSTO1,unknown,CHEMBL47
vitamin e,GSTM3,unknown,CHEMBL3989727
vitamin e,GSTM3,unknown,CHEMBL47
vitamin e,GCLC,unknown,CHEMBL3989727
vitamin e,GCLC,unknown,CHEMBL47
vitamin e,NQO1,unknown,CHEMBL3989727
vitamin e,NQO1,unknown,CHEMBL47
vitamin e,HMOX1,unknown,CHEMBL3989727
vitamin e,HMOX1,unknown,CHEMBL47
vitamin e,SOD1,unknown,CHEMBL3989727
vitamin e,SOD1,unknown,CHEMBL47
vitamin e,CYP3A4,unknown,CHEMBL3989727
vitamin e,CYP3A4,unknown,CHEMBL47
vitamin e,TTPA,unknown,CHEMBL3989727
vitamin e,TTPA,unknown,CHEMBL47
vitamin e,SEC14L2,unknown,CHEMBL3989727
vitamin e,SEC14L2,unknown,CHEMBL47
vitamin e,SEC14L3,unknown,CHEMBL3989727
vitamin e,SEC14L3,unknown,CHEMBL47
vitamin e,PLTP,unknown,CHEMBL3989727
vitamin e,PLTP,unknown,CHEMBL47
vitamin e,SCARB1,unknown,CHEMBL3989727
vitamin e,SCARB1,unknown,CHEMBL47
vitamin e,ABCA1,unknown,CHEMBL3989727
vitamin e,ABCA1,unknown,CHEMBL47
vitamin e,NPC1L1,unknown,CHEMBL3989727
vitamin e,NPC1L1,unknown,CHEMBL47
vitamin e,ABCG1,unknown,CHEMBL3989727
vitamin e,ABCG1,unknown,CHEMBL47
pyridoxine,PDXK,yes,CHEMBL1364
pyridoxine,CYP1A1,no,CHEMBL1364
pyridoxine,PDXK,no,CHEMBL1364
pyridoxine,PDXP,unknown,CHEMBL1364
pyridoxine,ALPL,unknown,CHEMBL1364
pyridoxine,ALB,unknown,CHEMBL1364
pyridoxine,ALPL,unknown,CHEMBL1364
isoleucine,IARS2,unknown,CHEMBL1233584
isoleucine,ACADSB,unknown,CHEMBL1233584
isoleucine,BCAT1,unknown,CHEMBL1233584
isoleucine,BCAT2,unknown,CHEMBL1233584
isoleucine,IARS,unknown,CHEMBL1233584
isoleucine,SLC16A10,unknown,CHEMBL1233584
aspartame,TRPV1,unknown,CHEMBL171679
aspartame,TAS1R2,unknown,CHEMBL171679
aspartame,TAS1R3,unknown,CHEMBL171679
aspartame,SLC22A6,unknown,CHEMBL171679
aspartame,SLC22A8,unknown,CHEMBL171679
aspartame,SLC22A11,unknown,CHEMBL171679
cholecalciferol,VDR,yes,CHEMBL1042
cholecalciferol,CYP2R1,unknown,CHEMBL1042
cholecalciferol,CYP27A1,unknown,CHEMBL1042
cholecalciferol,CYP2J2,unknown,CHEMBL1042
cholecalciferol,CYP3A4,unknown,CHEMBL1042
cholecalciferol,CYP11A1,unknown,CHEMBL1042
cholecalciferol,CYP1A1,unknown,CHEMBL1042
cholecalciferol,CYP2C8,unknown,CHEMBL1042
cholecalciferol,GC,no,CHEMBL1042
menadione,GGCX,yes,CHEMBL590
menadione,VKORC1,yes,CHEMBL590
menadione,VKORC1L1,yes,CHEMBL590
menadione,F2,unknown,CHEMBL590
menadione,F9,unknown,CHEMBL590
menadione,PROC,unknown,CHEMBL590
menadione,PROS1,unknown,CHEMBL590
menadione,NQO2,unknown,CHEMBL590
menadione,NQO1,unknown,CHEMBL590
menadione,BGLAP,unknown,CHEMBL590
menadione,XDH,unknown,CHEMBL590
menadione,AOX1,unknown,CHEMBL590
menadione,MTHFR,unknown,CHEMBL590
menadione,CYP1A1,unknown,CHEMBL590
menadione,CYP1A2,unknown,CHEMBL590
menadione,CYP2A6,unknown,CHEMBL590
menadione,CYP1B1,unknown,CHEMBL590
menadione,CYP2B6,unknown,CHEMBL590
menadione,CYP2C8,unknown,CHEMBL590
menadione,CYP2C9,unknown,CHEMBL590
menadione,CYP2C19,unknown,CHEMBL590
menadione,CYP2D6,unknown,CHEMBL590
menadione,CYP2E1,unknown,CHEMBL590
menadione,CYP3A4,unknown,CHEMBL590
menadione,CYP3A5,unknown,CHEMBL590
menadione,CYP3A7,unknown,CHEMBL590
proline,P4HA2,unknown,CHEMBL54922
proline,PRODH,unknown,CHEMBL54922
proline,PPIH,unknown,CHEMBL54922
proline,PROSC,unknown,CHEMBL54922
proline,P4HA1,unknown,CHEMBL54922
proline,PPIB,unknown,CHEMBL54922
proline,PPIF,unknown,CHEMBL54922
proline,PPIC,unknown,CHEMBL54922
proline,PPIA,unknown,CHEMBL54922
proline,PPIG,unknown,CHEMBL54922
proline,P3H1,unknown,CHEMBL54922
proline,P5CR2,unknown,CHEMBL54922
proline,PARS2,unknown,CHEMBL54922
proline,P3H2,unknown,CHEMBL54922
proline,P3H3,unknown,CHEMBL54922
proline,PYCRL,unknown,CHEMBL54922
proline,L3HYPDH,unknown,CHEMBL54922
proline,PYCR1,unknown,CHEMBL54922
proline,EPRS,unknown,CHEMBL54922
proline,SLC6A14,unknown,CHEMBL54922
proline,SLC6A7,unknown,CHEMBL54922
proline,PYCR2,unknown,CHEMBL54922
proline,PRODH,unknown,CHEMBL54922
proline,SLC16A10,unknown,CHEMBL54922
adenine,APRT,unknown,CHEMBL226345
adenine,mtnN,unknown,CHEMBL226345
adenine,ACACB,unknown,CHEMBL226345
adenine,ACP1,unknown,CHEMBL226345
adenine,PECR,unknown,CHEMBL226345
adenine,mutY,unknown,CHEMBL226345
adenine,ptd,unknown,CHEMBL226345
adenine,SRPK2,unknown,CHEMBL226345
adenine,ruvB,unknown,CHEMBL226345
adenine,MTAP,unknown,CHEMBL226345
adenine,cobT,unknown,CHEMBL226345
adenine,UGT1A1,unknown,CHEMBL226345
asparagine,SLC1A5,unknown,CHEMBL58832
asparagine,ASRGL1,no,CHEMBL58832
asparagine,NARS2,unknown,CHEMBL58832
asparagine,ASNS,unknown,CHEMBL58832
asparagine,NARS,unknown,CHEMBL58832
asparagine,SLC38A4,yes,CHEMBL58832
asparagine,SLC16A10,unknown,CHEMBL58832
pravastatin,HMGCR,yes,CHEMBL1144
pravastatin,HDAC2,unknown,CHEMBL1144
pravastatin,SLCO1B1,no,CHEMBL1144
pravastatin,SLCO2B1,no,CHEMBL1144
pravastatin,ABCB1,no,CHEMBL1144
pravastatin,SLCO1A2,no,CHEMBL1144
pravastatin,SLC22A6,no,CHEMBL1144
pravastatin,SLC22A8,no,CHEMBL1144
pravastatin,ABCC2,no,CHEMBL1144
pravastatin,SLC22A11,no,CHEMBL1144
pravastatin,ABCG2,no,CHEMBL1144
pravastatin,SLC22A7,no,CHEMBL1144
pravastatin,SLC16A1,no,CHEMBL1144
pravastatin,ABCB11,no,CHEMBL1144
pravastatin,SLCO1B3,no,CHEMBL1144
